Province_Raw,ImmCategory,REF_DATE,Year,YearQtr,Admissions,Geo_Level
British Columbia - Total,Self-Employed,2023-Q4,2023,2023-Q4,0.0,Provincial
British Columbia - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,150.0,Provincial
British Columbia - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,,Provincial
British Columbia - Total,Sponsored Children,2023-Q4,2023,2023-Q4,,Provincial
British Columbia - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,0.0,Provincial
British Columbia - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,5.0,Provincial
British Columbia - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,20.0,Provincial
British Columbia - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
British Columbia - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
Yukon - Total,Canadian Experience,2023-Q4,2023,2023-Q4,5.0,Provincial
Yukon - Total,Caregiver,2023-Q4,2023,2023-Q4,,Provincial
Yukon - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
Yukon - Total,Skilled Worker,2023-Q4,2023,2023-Q4,0.0,Provincial
Yukon - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,30.0,Provincial
Yukon - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,0.0,Provincial
Yukon - Total,Sponsored Children,2023-Q4,2023,2023-Q4,,Provincial
Yukon - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,0.0,Provincial
Yukon - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,0.0,Provincial
Yukon - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,20.0,Provincial
Yukon - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
Yukon - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,,Provincial
Northwest Territories - Total,Canadian Experience,2023-Q4,2023,2023-Q4,,Provincial
Northwest Territories - Total,Caregiver,2023-Q4,2023,2023-Q4,0.0,Provincial
Northwest Territories - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
Northwest Territories - Total,Skilled Worker,2023-Q4,2023,2023-Q4,,Provincial
Northwest Territories - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,0.0,Provincial
Northwest Territories - Total,Sponsored Children,2023-Q4,2023,2023-Q4,0.0,Provincial
Northwest Territories - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,,Provincial
Northwest Territories - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,0.0,Provincial
Northwest Territories - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,5.0,Provincial
Northwest Territories - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
,Agri-Food Pilot,2024-Q1,2024,2024-Q1,,Unknown
,Atlantic Immigration Pilot Programs,2024-Q1,2024,2024-Q1,10.0,Unknown
,Atlantic Immigration Programs,2024-Q1,2024,2024-Q1,210.0,Unknown
,Canadian Experience,2024-Q1,2024,2024-Q1,25.0,Unknown
,Caregiver,2024-Q1,2024,2024-Q1,,Unknown
,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,0.0,Unknown
,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Unknown
,Skilled Worker,2024-Q1,2024,2024-Q1,25.0,Unknown
,Self-Employed,2024-Q1,2024,2024-Q1,0.0,Unknown
,Start-up Business,2024-Q1,2024,2024-Q1,,Unknown
,Provincial Nominee Program,2024-Q1,2024,2024-Q1,730.0,Unknown
,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,15.0,Unknown
,Sponsored Children,2024-Q1,2024,2024-Q1,,Unknown
,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,,Unknown
,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,15.0,Unknown
,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,45.0,Unknown
,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,0.0,Unknown
,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,280.0,Unknown
,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,20.0,Unknown
Newfoundland and Labrador - Total,Agri-Food Pilot,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Pilot Programs,2024-Q1,2024,2024-Q1,10.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Programs,2024-Q1,2024,2024-Q1,180.0,Provincial
Newfoundland and Labrador - Total,Canadian Experience,2024-Q1,2024,2024-Q1,20.0,Provincial
Newfoundland and Labrador - Total,Caregiver,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Worker,2024-Q1,2024,2024-Q1,5.0,Provincial
Newfoundland and Labrador - Total,Self-Employed,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Start-up Business,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,1020.0,Provincial
Newfoundland and Labrador - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,20.0,Provincial
Newfoundland and Labrador - Total,Sponsored Children,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,,Provincial
Newfoundland and Labrador - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,40.0,Provincial
Newfoundland and Labrador - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
Newfoundland and Labrador - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,25.0,Provincial
Newfoundland and Labrador - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
Prince Edward Island - Total,Agri-Food Pilot,2024-Q1,2024,2024-Q1,0.0,Provincial
Prince Edward Island - Total,Atlantic Immigration Pilot Programs,2024-Q1,2024,2024-Q1,35.0,Provincial
Prince Edward Island - Total,Atlantic Immigration Programs,2024-Q1,2024,2024-Q1,885.0,Provincial
Prince Edward Island - Total,Canadian Experience,2024-Q1,2024,2024-Q1,225.0,Provincial
Prince Edward Island - Total,Caregiver,2024-Q1,2024,2024-Q1,5.0,Provincial
Prince Edward Island - Total,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,,Provincial
Prince Edward Island - Total,Rural and Northern Immigration,2024-Q1,2024,2024-Q1,0.0,Provincial
Prince Edward Island - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
Prince Edward Island - Total,Skilled Worker,2024-Q1,2024,2024-Q1,60.0,Provincial
Prince Edward Island - Total,Self-Employed,2024-Q1,2024,2024-Q1,5.0,Provincial
Prince Edward Island - Total,Start-up Business,2024-Q1,2024,2024-Q1,20.0,Provincial
Prince Edward Island - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,2080.0,Provincial
Prince Edward Island - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,75.0,Provincial
Prince Edward Island - Total,Sponsored Children,2024-Q1,2024,2024-Q1,5.0,Provincial
Prince Edward Island - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,0.0,Provincial
Prince Edward Island - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,45.0,Provincial
Prince Edward Island - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,200.0,Provincial
Prince Edward Island - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,,Provincial
Prince Edward Island - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,205.0,Provincial
Prince Edward Island - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,120.0,Provincial
Nova Scotia - Total,Agri-Food Pilot,2024-Q1,2024,2024-Q1,,Provincial
Nova Scotia - Total,Atlantic Immigration Pilot Programs,2024-Q1,2024,2024-Q1,10.0,Provincial
Nova Scotia - Total,Atlantic Immigration Programs,2024-Q1,2024,2024-Q1,870.0,Provincial
Nova Scotia - Total,Canadian Experience,2024-Q1,2024,2024-Q1,90.0,Provincial
Nova Scotia - Total,Caregiver,2024-Q1,2024,2024-Q1,0.0,Provincial
Nova Scotia - Total,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,0.0,Provincial
Nova Scotia - Total,Rural and Northern Immigration,2024-Q1,2024,2024-Q1,0.0,Provincial
Nova Scotia - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
Nova Scotia - Total,Skilled Worker,2024-Q1,2024,2024-Q1,265.0,Provincial
Nova Scotia - Total,Self-Employed,2024-Q1,2024,2024-Q1,0.0,Provincial
Nova Scotia - Total,Start-up Business,2024-Q1,2024,2024-Q1,15.0,Provincial
Nova Scotia - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,2055.0,Provincial
Nova Scotia - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,110.0,Provincial
Nova Scotia - Total,Sponsored Children,2024-Q1,2024,2024-Q1,15.0,Provincial
Nova Scotia - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,,Provincial
Nova Scotia - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,25.0,Provincial
Nova Scotia - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,160.0,Provincial
Nova Scotia - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
Nova Scotia - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,330.0,Provincial
Nova Scotia - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,20.0,Provincial
New Brunswick - Total,Canadian Experience,2024-Q1,2024,2024-Q1,0.0,Provincial
New Brunswick - Total,Caregiver,2024-Q1,2024,2024-Q1,,Provincial
New Brunswick - Total,Skilled Worker,2024-Q1,2024,2024-Q1,7075.0,Provincial
New Brunswick - Total,Entrepreneur,2024-Q1,2024,2024-Q1,40.0,Provincial
New Brunswick - Total,Investor,2024-Q1,2024,2024-Q1,1750.0,Provincial
New Brunswick - Total,Self-Employed,2024-Q1,2024,2024-Q1,85.0,Provincial
New Brunswick - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,0.0,Provincial
New Brunswick - Total,Sponsored Children,2024-Q1,2024,2024-Q1,80.0,Provincial
New Brunswick - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,20.0,Provincial
New Brunswick - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,370.0,Provincial
New Brunswick - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,1420.0,Provincial
New Brunswick - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
New Brunswick - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,330.0,Provincial
New Brunswick - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,250.0,Provincial
Quebec - Total,Agri-Food Pilot,2024-Q1,2024,2024-Q1,310.0,Provincial
Quebec - Total,Canadian Experience,2024-Q1,2024,2024-Q1,12570.0,Provincial
Quebec - Total,Caregiver,2024-Q1,2024,2024-Q1,760.0,Provincial
Quebec - Total,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,10.0,Provincial
Quebec - Total,Rural and Northern Immigration,2024-Q1,2024,2024-Q1,790.0,Provincial
Quebec - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
Quebec - Total,Skilled Worker,2024-Q1,2024,2024-Q1,5665.0,Provincial
Quebec - Total,Entrepreneur,2024-Q1,2024,2024-Q1,0.0,Provincial
Quebec - Total,Investor,2024-Q1,2024,2024-Q1,0.0,Provincial
Quebec - Total,Self-Employed,2024-Q1,2024,2024-Q1,200.0,Provincial
Quebec - Total,Start-up Business,2024-Q1,2024,2024-Q1,800.0,Provincial
Quebec - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,6590.0,Provincial
Quebec - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,970.0,Provincial
Quebec - Total,Sponsored Children,2024-Q1,2024,2024-Q1,630.0,Provincial
Quebec - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,75.0,Provincial
Quebec - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,2860.0,Provincial
Quebec - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,9430.0,Provincial
Quebec - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,5.0,Provincial
Quebec - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,1945.0,Provincial
Quebec - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,2390.0,Provincial
Ontario - Total,Agri-Food Pilot,2024-Q1,2024,2024-Q1,,Provincial
Ontario - Total,Canadian Experience,2024-Q1,2024,2024-Q1,120.0,Provincial
Ontario - Total,Caregiver,2024-Q1,2024,2024-Q1,5.0,Provincial
Ontario - Total,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,0.0,Provincial
Ontario - Total,Rural and Northern Immigration,2024-Q1,2024,2024-Q1,90.0,Provincial
Ontario - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
Ontario - Total,Skilled Worker,2024-Q1,2024,2024-Q1,155.0,Provincial
Ontario - Total,Entrepreneur,2024-Q1,2024,2024-Q1,0.0,Provincial
Ontario - Total,Self-Employed,2024-Q1,2024,2024-Q1,,Provincial
Ontario - Total,Start-up Business,2024-Q1,2024,2024-Q1,145.0,Provincial
Ontario - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,3625.0,Provincial
Ontario - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,130.0,Provincial
Ontario - Total,Sponsored Children,2024-Q1,2024,2024-Q1,30.0,Provincial
Ontario - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,,Provincial
Ontario - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,215.0,Provincial
Ontario - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,510.0,Provincial
Ontario - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,,Provincial
Ontario - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,245.0,Provincial
Ontario - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,305.0,Provincial
Manitoba - Total,Agri-Food Pilot,2024-Q1,2024,2024-Q1,10.0,Provincial
Manitoba - Total,Canadian Experience,2024-Q1,2024,2024-Q1,130.0,Provincial
Manitoba - Total,Caregiver,2024-Q1,2024,2024-Q1,15.0,Provincial
Manitoba - Total,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,0.0,Provincial
Manitoba - Total,Rural and Northern Immigration,2024-Q1,2024,2024-Q1,30.0,Provincial
Manitoba - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
Manitoba - Total,Skilled Worker,2024-Q1,2024,2024-Q1,50.0,Provincial
Manitoba - Total,Self-Employed,2024-Q1,2024,2024-Q1,0.0,Provincial
Manitoba - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,4525.0,Provincial
Manitoba - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,60.0,Provincial
Manitoba - Total,Sponsored Children,2024-Q1,2024,2024-Q1,15.0,Provincial
Manitoba - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,,Provincial
Manitoba - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,170.0,Provincial
Manitoba - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,295.0,Provincial
Manitoba - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
Manitoba - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,160.0,Provincial
Manitoba - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,120.0,Provincial
Saskatchewan - Total,Agri-Food Pilot,2024-Q1,2024,2024-Q1,60.0,Provincial
Saskatchewan - Total,Canadian Experience,2024-Q1,2024,2024-Q1,910.0,Provincial
Saskatchewan - Total,Caregiver,2024-Q1,2024,2024-Q1,165.0,Provincial
Saskatchewan - Total,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,5.0,Provincial
Saskatchewan - Total,Rural and Northern Immigration,2024-Q1,2024,2024-Q1,5.0,Provincial
Saskatchewan - Total,Skilled Trade,2024-Q1,2024,2024-Q1,,Provincial
Saskatchewan - Total,Skilled Worker,2024-Q1,2024,2024-Q1,1125.0,Provincial
Saskatchewan - Total,Entrepreneur,2024-Q1,2024,2024-Q1,0.0,Provincial
Saskatchewan - Total,Investor,2024-Q1,2024,2024-Q1,0.0,Provincial
Saskatchewan - Total,Self-Employed,2024-Q1,2024,2024-Q1,,Provincial
Saskatchewan - Total,Start-up Business,2024-Q1,2024,2024-Q1,10.0,Provincial
Saskatchewan - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,6070.0,Provincial
Saskatchewan - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,330.0,Provincial
Saskatchewan - Total,Sponsored Children,2024-Q1,2024,2024-Q1,230.0,Provincial
Saskatchewan - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,35.0,Provincial
Saskatchewan - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,1095.0,Provincial
Saskatchewan - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,2370.0,Provincial
Saskatchewan - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
Saskatchewan - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,770.0,Provincial
Saskatchewan - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,1610.0,Provincial
Alberta - Total,Agri-Food Pilot,2024-Q1,2024,2024-Q1,265.0,Provincial
Alberta - Total,Canadian Experience,2024-Q1,2024,2024-Q1,3140.0,Provincial
Alberta - Total,Caregiver,2024-Q1,2024,2024-Q1,440.0,Provincial
Alberta - Total,Federal Economic Mobility Pathways Pilot,2024-Q1,2024,2024-Q1,0.0,Provincial
Alberta - Total,Rural and Northern Immigration,2024-Q1,2024,2024-Q1,265.0,Provincial
Alberta - Total,Skilled Trade,2024-Q1,2024,2024-Q1,10.0,Provincial
Alberta - Total,Skilled Worker,2024-Q1,2024,2024-Q1,930.0,Provincial
Alberta - Total,Entrepreneur,2024-Q1,2024,2024-Q1,0.0,Provincial
Alberta - Total,Investor,2024-Q1,2024,2024-Q1,0.0,Provincial
Alberta - Total,Self-Employed,2024-Q1,2024,2024-Q1,145.0,Provincial
Alberta - Total,Start-up Business,2024-Q1,2024,2024-Q1,455.0,Provincial
Alberta - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,5100.0,Provincial
Alberta - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,805.0,Provincial
Alberta - Total,Sponsored Children,2024-Q1,2024,2024-Q1,155.0,Provincial
Alberta - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,20.0,Provincial
Alberta - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,990.0,Provincial
Alberta - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,2850.0,Provincial
Alberta - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,,Provincial
Alberta - Total,Government-Assisted Refugee,2024-Q1,2024,2024-Q1,875.0,Provincial
Alberta - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,485.0,Provincial
British Columbia - Total,Canadian Experience,2024-Q1,2024,2024-Q1,10.0,Provincial
British Columbia - Total,Caregiver,2024-Q1,2024,2024-Q1,,Provincial
British Columbia - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
British Columbia - Total,Skilled Worker,2024-Q1,2024,2024-Q1,,Provincial
British Columbia - Total,Self-Employed,2024-Q1,2024,2024-Q1,0.0,Provincial
British Columbia - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,255.0,Provincial
British Columbia - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,,Provincial
British Columbia - Total,Sponsored Children,2024-Q1,2024,2024-Q1,,Provincial
British Columbia - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,0.0,Provincial
British Columbia - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,,Provincial
British Columbia - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,20.0,Provincial
British Columbia - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
British Columbia - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
Yukon - Total,Canadian Experience,2024-Q1,2024,2024-Q1,,Provincial
Yukon - Total,Caregiver,2024-Q1,2024,2024-Q1,,Provincial
Yukon - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
Yukon - Total,Skilled Worker,2024-Q1,2024,2024-Q1,,Provincial
Yukon - Total,Provincial Nominee Program,2024-Q1,2024,2024-Q1,70.0,Provincial
Yukon - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,,Provincial
Yukon - Total,Sponsored Children,2024-Q1,2024,2024-Q1,,Provincial
Yukon - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,0.0,Provincial
Yukon - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,,Provincial
Yukon - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,25.0,Provincial
Yukon - Total,Blended Sponsorship Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
Yukon - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,,Provincial
Northwest Territories - Total,Canadian Experience,2024-Q1,2024,2024-Q1,,Provincial
Northwest Territories - Total,Caregiver,2024-Q1,2024,2024-Q1,0.0,Provincial
Northwest Territories - Total,Skilled Trade,2024-Q1,2024,2024-Q1,0.0,Provincial
Northwest Territories - Total,Skilled Worker,2024-Q1,2024,2024-Q1,0.0,Provincial
Northwest Territories - Total,Temporary Resident to Permanent Resident Pathway,2024-Q1,2024,2024-Q1,0.0,Provincial
Northwest Territories - Total,Sponsored Children,2024-Q1,2024,2024-Q1,,Provincial
Northwest Territories - Total,Sponsored Extended Family Member,2024-Q1,2024,2024-Q1,0.0,Provincial
Northwest Territories - Total,Sponsored Parent or Grandparent,2024-Q1,2024,2024-Q1,,Provincial
Northwest Territories - Total,Sponsored Spouse or Partner,2024-Q1,2024,2024-Q1,,Provincial
Northwest Territories - Total,Privately Sponsored Refugee,2024-Q1,2024,2024-Q1,0.0,Provincial
,Agri-Food Pilot,2024-Q2,2024,2024-Q2,0.0,Unknown
,Atlantic Immigration Pilot Programs,2024-Q2,2024,2024-Q2,,Unknown
,Atlantic Immigration Programs,2024-Q2,2024,2024-Q2,315.0,Unknown
,Canadian Experience,2024-Q2,2024,2024-Q2,10.0,Unknown
,Caregiver,2024-Q2,2024,2024-Q2,,Unknown
